id	line	column	filename	methodname	varname	vartype	lastassign	dis0	isparam	infor	incondnum	bodyuse	if
490	112	4	RandomDataGenerator.java	nextLong	THIS	RandomDataGenerator	UNKNOWN_AS	2147483647	0	0	0	CALLER_USE	0
491	116	8	RandomDataGenerator.java	nextLong	r	long	nextLong()	1	0	0	2	RET_USE	1
491	116	8	RandomDataGenerator.java	nextLong	rng	RandomGenerator	getRandomGenerator()	3	0	0	0	NO_USE	0
491	116	8	RandomDataGenerator.java	nextLong	max	long	+	5	0	0	2	NO_USE	0
491	116	8	RandomDataGenerator.java	nextLong	lower	long	PARAM_AS	9	1	0	2	NO_USE	1
491	116	8	RandomDataGenerator.java	nextLong	upper	long	PARAM_AS	9	1	0	2	NO_USE	1
491	116	8	RandomDataGenerator.java	nextLong	THIS	RandomDataGenerator	UNKNOWN_AS	2147483647	0	0	0	NO_USE	0
492	122	6	RandomDataGenerator.java	nextLong	max	long	+	11	0	0	2	OTHER_USE	1
492	122	6	RandomDataGenerator.java	nextLong	lower	long	PARAM_AS	15	1	0	2	+	0
492	122	6	RandomDataGenerator.java	nextLong	upper	long	PARAM_AS	15	1	0	2	NO_USE	0
492	122	6	RandomDataGenerator.java	nextLong	THIS	RandomDataGenerator	UNKNOWN_AS	2147483647	0	0	0	CALLER_USE	0
493	138	4	RandomDataGenerator.java	nextLong	rng	RandomGenerator	PARAM_AS	1	1	0	0	CALLER_USE	0
493	138	4	RandomDataGenerator.java	nextLong	n	long	PARAM_AS	1	1	0	1	%	1
493	138	4	RandomDataGenerator.java	nextLong	THIS	RandomDataGenerator	UNKNOWN_AS	2147483647	0	0	0	NO_USE	0
494	161	4	RandomDataGenerator.java	nextSecureHexString	len	int	PARAM_AS	1	1	0	1	PARAM_USE	1
494	161	4	RandomDataGenerator.java	nextSecureHexString	THIS	RandomDataGenerator	UNKNOWN_AS	2147483647	0	0	0	FIELD_USE	0
495	183	8	RandomDataGenerator.java	nextSecureHexString	c	Integer	valueOf()	2	0	1	0	NO_USE	0
495	183	8	RandomDataGenerator.java	nextSecureHexString	hex	String	toHexString()	1	0	1	1	NO_USE	1
495	183	8	RandomDataGenerator.java	nextSecureHexString	i	int	0	3	0	1	0	NO_USE	0
495	183	8	RandomDataGenerator.java	nextSecureHexString	randomBytes	byte[]	ARRAY_CREATION	7	0	1	0	NO_USE	0
495	183	8	RandomDataGenerator.java	nextSecureHexString	hash	byte[]	digest()	4	0	1	0	NO_USE	0
495	183	8	RandomDataGenerator.java	nextSecureHexString	iter	int	1	8	0	1	0	NO_USE	0
495	183	8	RandomDataGenerator.java	nextSecureHexString	secRan	SecureRandom	getSecRan()	19	0	1	0	NO_USE	0
495	183	8	RandomDataGenerator.java	nextSecureHexString	alg	MessageDigest	NULL	18	0	1	0	NO_USE	0
495	183	8	RandomDataGenerator.java	nextSecureHexString	numIter	int	+	10	0	1	0	NO_USE	0
495	183	8	RandomDataGenerator.java	nextSecureHexString	outBuffer	StringBuilder	CLASS_INSTANCE_CREATION	9	0	1	0	NO_USE	0
495	183	8	RandomDataGenerator.java	nextSecureHexString	len	int	PARAM_AS	23	1	1	1	NO_USE	0
495	183	8	RandomDataGenerator.java	nextSecureHexString	THIS	RandomDataGenerator	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
496	195	4	RandomDataGenerator.java	nextSecureInt	lower	int	PARAM_AS	1	1	0	2	PARAM_USE	1
496	195	4	RandomDataGenerator.java	nextSecureInt	upper	int	PARAM_AS	1	1	0	2	PARAM_USE	1
496	195	4	RandomDataGenerator.java	nextSecureInt	THIS	RandomDataGenerator	UNKNOWN_AS	2147483647	0	0	0	FIELD_USE	0
497	199	4	RandomDataGenerator.java	nextSecureInt	max	int	+	1	0	0	1	PARAM_USE	1
497	199	4	RandomDataGenerator.java	nextSecureInt	lower	int	PARAM_AS	5	1	0	2	>=	0
497	199	4	RandomDataGenerator.java	nextSecureInt	upper	int	PARAM_AS	5	1	0	2	<=	0
497	199	4	RandomDataGenerator.java	nextSecureInt	THIS	RandomDataGenerator	UNKNOWN_AS	2147483647	0	0	0	CALLER_USE	0
498	203	8	RandomDataGenerator.java	nextSecureInt	r	int	nextInt()	1	0	0	2	RET_USE	1
498	203	8	RandomDataGenerator.java	nextSecureInt	rng	SecureRandom	getSecRan()	3	0	0	0	NO_USE	0
498	203	8	RandomDataGenerator.java	nextSecureInt	max	int	+	5	0	0	1	NO_USE	0
498	203	8	RandomDataGenerator.java	nextSecureInt	lower	int	PARAM_AS	9	1	0	2	NO_USE	1
498	203	8	RandomDataGenerator.java	nextSecureInt	upper	int	PARAM_AS	9	1	0	2	NO_USE	1
498	203	8	RandomDataGenerator.java	nextSecureInt	THIS	RandomDataGenerator	UNKNOWN_AS	2147483647	0	0	0	NO_USE	0
499	216	4	RandomDataGenerator.java	nextSecureLong	lower	long	PARAM_AS	1	1	0	2	PARAM_USE	1
499	216	4	RandomDataGenerator.java	nextSecureLong	upper	long	PARAM_AS	1	1	0	2	PARAM_USE	1
499	216	4	RandomDataGenerator.java	nextSecureLong	THIS	RandomDataGenerator	UNKNOWN_AS	2147483647	0	0	0	FIELD_USE	0
500	220	4	RandomDataGenerator.java	nextSecureLong	max	long	+	1	0	0	2	<	1
500	220	4	RandomDataGenerator.java	nextSecureLong	lower	long	PARAM_AS	5	1	0	2	>=	0
500	220	4	RandomDataGenerator.java	nextSecureLong	upper	long	PARAM_AS	5	1	0	2	<=	0
500	220	4	RandomDataGenerator.java	nextSecureLong	THIS	RandomDataGenerator	UNKNOWN_AS	2147483647	0	0	0	CALLER_USE	0
501	224	8	RandomDataGenerator.java	nextSecureLong	r	long	nextLong()	1	0	0	2	RET_USE	1
501	224	8	RandomDataGenerator.java	nextSecureLong	rng	SecureRandom	getSecRan()	3	0	0	0	NO_USE	0
501	224	8	RandomDataGenerator.java	nextSecureLong	max	long	+	5	0	0	2	NO_USE	0
501	224	8	RandomDataGenerator.java	nextSecureLong	lower	long	PARAM_AS	9	1	0	2	NO_USE	1
501	224	8	RandomDataGenerator.java	nextSecureLong	upper	long	PARAM_AS	9	1	0	2	NO_USE	1
501	224	8	RandomDataGenerator.java	nextSecureLong	THIS	RandomDataGenerator	UNKNOWN_AS	2147483647	0	0	0	NO_USE	0
502	230	6	RandomDataGenerator.java	nextSecureLong	max	long	+	11	0	0	2	OTHER_USE	1
502	230	6	RandomDataGenerator.java	nextSecureLong	lower	long	PARAM_AS	15	1	0	2	+	0
502	230	6	RandomDataGenerator.java	nextSecureLong	upper	long	PARAM_AS	15	1	0	2	NO_USE	0
502	230	6	RandomDataGenerator.java	nextSecureLong	THIS	RandomDataGenerator	UNKNOWN_AS	2147483647	0	0	0	CALLER_USE	0
503	246	4	RandomDataGenerator.java	nextLong	rng	SecureRandom	PARAM_AS	1	1	0	0	CALLER_USE	0
503	246	4	RandomDataGenerator.java	nextLong	n	long	PARAM_AS	1	1	0	1	%	1
503	246	4	RandomDataGenerator.java	nextLong	THIS	RandomDataGenerator	UNKNOWN_AS	2147483647	0	0	0	NO_USE	0
504	275	4	RandomDataGenerator.java	nextGaussian	mu	double	PARAM_AS	1	1	0	0	NO_USE	0
504	275	4	RandomDataGenerator.java	nextGaussian	sigma	double	PARAM_AS	1	1	0	1	PARAM_USE	1
504	275	4	RandomDataGenerator.java	nextGaussian	THIS	RandomDataGenerator	UNKNOWN_AS	2147483647	0	0	0	FIELD_USE	0
505	410	4	RandomDataGenerator.java	nextUniform	lower	double	PARAM_AS	1	1	0	3	PARAM_USE	1
505	410	4	RandomDataGenerator.java	nextUniform	upper	double	PARAM_AS	1	1	0	3	PARAM_USE	1
505	410	4	RandomDataGenerator.java	nextUniform	lowerInclusive	boolean	PARAM_AS	1	1	0	0	NO_USE	0
505	410	4	RandomDataGenerator.java	nextUniform	THIS	RandomDataGenerator	UNKNOWN_AS	2147483647	0	0	0	FIELD_USE	0
506	413	4	RandomDataGenerator.java	nextUniform	lower	double	PARAM_AS	4	1	0	3	PARAM_USE	1
506	413	4	RandomDataGenerator.java	nextUniform	upper	double	PARAM_AS	4	1	0	3	NO_USE	0
506	413	4	RandomDataGenerator.java	nextUniform	lowerInclusive	boolean	PARAM_AS	4	1	0	0	NO_USE	0
506	413	4	RandomDataGenerator.java	nextUniform	THIS	RandomDataGenerator	UNKNOWN_AS	2147483647	0	0	0	FIELD_USE	0
507	416	4	RandomDataGenerator.java	nextUniform	lower	double	PARAM_AS	7	1	0	3	NO_USE	0
507	416	4	RandomDataGenerator.java	nextUniform	upper	double	PARAM_AS	7	1	0	3	PARAM_USE	1
507	416	4	RandomDataGenerator.java	nextUniform	lowerInclusive	boolean	PARAM_AS	7	1	0	0	NO_USE	0
507	416	4	RandomDataGenerator.java	nextUniform	THIS	RandomDataGenerator	UNKNOWN_AS	2147483647	0	0	0	FIELD_USE	0
508	419	4	RandomDataGenerator.java	nextUniform	lower	double	PARAM_AS	10	1	0	3	NO_USE	1
508	419	4	RandomDataGenerator.java	nextUniform	upper	double	PARAM_AS	10	1	0	3	NO_USE	1
508	419	4	RandomDataGenerator.java	nextUniform	lowerInclusive	boolean	PARAM_AS	10	1	0	0	NO_USE	0
508	419	4	RandomDataGenerator.java	nextUniform	THIS	RandomDataGenerator	UNKNOWN_AS	2147483647	0	0	0	NO_USE	0
509	435	4	RandomDataGenerator.java	nextPermutation	n	int	PARAM_AS	1	1	0	1	PARAM_USE	1
509	435	4	RandomDataGenerator.java	nextPermutation	k	int	PARAM_AS	1	1	0	2	PARAM_USE	1
509	435	4	RandomDataGenerator.java	nextPermutation	THIS	RandomDataGenerator	UNKNOWN_AS	2147483647	0	0	0	FIELD_USE	0
510	438	4	RandomDataGenerator.java	nextPermutation	n	int	PARAM_AS	4	1	0	1	NO_USE	0
510	438	4	RandomDataGenerator.java	nextPermutation	k	int	PARAM_AS	4	1	0	2	PARAM_USE	1
510	438	4	RandomDataGenerator.java	nextPermutation	THIS	RandomDataGenerator	UNKNOWN_AS	2147483647	0	0	0	FIELD_USE	0
511	454	4	RandomDataGenerator.java	nextSample	len	int	size()	1	0	0	1	PARAM_USE	1
511	454	4	RandomDataGenerator.java	nextSample	c	Collection<?>	PARAM_AS	2	1	0	0	NO_USE	0
511	454	4	RandomDataGenerator.java	nextSample	k	int	PARAM_AS	2	1	0	2	PARAM_USE	1
511	454	4	RandomDataGenerator.java	nextSample	THIS	RandomDataGenerator	UNKNOWN_AS	2147483647	0	0	0	FIELD_USE	0
512	457	4	RandomDataGenerator.java	nextSample	len	int	size()	4	0	0	1	NO_USE	0
512	457	4	RandomDataGenerator.java	nextSample	c	Collection<?>	PARAM_AS	5	1	0	0	NO_USE	0
512	457	4	RandomDataGenerator.java	nextSample	k	int	PARAM_AS	5	1	0	2	PARAM_USE	1
512	457	4	RandomDataGenerator.java	nextSample	THIS	RandomDataGenerator	UNKNOWN_AS	2147483647	0	0	0	FIELD_USE	0
513	510	4	RandomDataGenerator.java	getRandomGenerator	THIS	RandomDataGenerator	UNKNOWN_AS	2147483647	0	0	1	CALLER_USE	1
514	526	4	RandomDataGenerator.java	getSecRan	THIS	RandomDataGenerator	UNKNOWN_AS	2147483647	0	0	1	FIELD_USE	1
515	540	6	RandomDataGenerator.java	shuffle	i	int	-	1	0	1	1	PARAM_USE	1
515	540	6	RandomDataGenerator.java	shuffle	target	int	0	2	0	1	0	NO_USE	0
515	540	6	RandomDataGenerator.java	shuffle	list	int[]	PARAM_AS	3	1	1	0	NO_USE	0
515	540	6	RandomDataGenerator.java	shuffle	end	int	PARAM_AS	3	1	1	0	NO_USE	0
515	540	6	RandomDataGenerator.java	shuffle	THIS	RandomDataGenerator	UNKNOWN_AS	2147483647	0	1	0	CALLER_USE	0
516	83	4	MersenneTwister.java	setSeed	seed	int[]	PARAM_AS	1	1	0	2	NO_USE	1
516	83	4	MersenneTwister.java	setSeed	THIS	MersenneTwister	UNKNOWN_AS	2147483647	0	0	1	CALLER_USE	0
517	97	6	MersenneTwister.java	setSeed	l0	long	|	6	0	1	0	NO_USE	0
517	97	6	MersenneTwister.java	setSeed	l1	long	|	5	0	1	0	NO_USE	0
517	97	6	MersenneTwister.java	setSeed	l	long	+	4	0	1	0	NO_USE	0
517	97	6	MersenneTwister.java	setSeed	k	int	max()	7	0	1	0	NO_USE	0
517	97	6	MersenneTwister.java	setSeed	i	int	1	9	0	1	2	NO_USE	1
517	97	6	MersenneTwister.java	setSeed	j	int	0	8	0	1	1	NO_USE	0
517	97	6	MersenneTwister.java	setSeed	seed	int[]	PARAM_AS	15	1	1	2	NO_USE	0
517	97	6	MersenneTwister.java	setSeed	THIS	MersenneTwister	UNKNOWN_AS	2147483647	0	1	1	FIELD_USE	0
518	101	6	MersenneTwister.java	setSeed	l0	long	|	10	0	1	0	NO_USE	0
518	101	6	MersenneTwister.java	setSeed	l1	long	|	9	0	1	0	NO_USE	0
518	101	6	MersenneTwister.java	setSeed	l	long	+	8	0	1	0	NO_USE	0
518	101	6	MersenneTwister.java	setSeed	k	int	max()	11	0	1	0	NO_USE	0
518	101	6	MersenneTwister.java	setSeed	i	int	1	13	0	1	2	NO_USE	0
518	101	6	MersenneTwister.java	setSeed	j	int	0	12	0	1	1	NO_USE	1
518	101	6	MersenneTwister.java	setSeed	seed	int[]	PARAM_AS	19	1	1	2	NO_USE	1
518	101	6	MersenneTwister.java	setSeed	THIS	MersenneTwister	UNKNOWN_AS	2147483647	0	1	1	NO_USE	1
519	111	6	MersenneTwister.java	setSeed	l0	long	|	5	0	1	0	NO_USE	0
519	111	6	MersenneTwister.java	setSeed	l1	long	|	4	0	1	0	NO_USE	0
519	111	6	MersenneTwister.java	setSeed	l	long	-	3	0	1	0	NO_USE	0
519	111	6	MersenneTwister.java	setSeed	k	int	-	6	0	1	0	NO_USE	0
519	111	6	MersenneTwister.java	setSeed	i	int	1	23	0	1	2	NO_USE	1
519	111	6	MersenneTwister.java	setSeed	j	int	0	22	0	1	1	NO_USE	0
519	111	6	MersenneTwister.java	setSeed	seed	int[]	PARAM_AS	29	1	1	2	NO_USE	0
519	111	6	MersenneTwister.java	setSeed	THIS	MersenneTwister	UNKNOWN_AS	2147483647	0	1	1	FIELD_USE	0
520	133	4	MersenneTwister.java	next	y	int	UNKNOWN_AS	2147483647	0	0	0	NO_USE	0
520	133	4	MersenneTwister.java	next	bits	int	PARAM_AS	2	1	0	0	NO_USE	0
520	133	4	MersenneTwister.java	next	THIS	MersenneTwister	UNKNOWN_AS	2147483647	0	0	1	FIELD_USE	1
521	59	4	HaltonSequenceGenerator.java	HaltonSequenceGenerator	dimension	int	PARAM_AS	2	1	0	2	PARAM_USE	1
521	59	4	HaltonSequenceGenerator.java	HaltonSequenceGenerator	bases	int[]	PARAM_AS	2	1	0	2	NO_USE	1
521	59	4	HaltonSequenceGenerator.java	HaltonSequenceGenerator	weights	int[]	PARAM_AS	2	1	0	2	NO_USE	0
521	59	4	HaltonSequenceGenerator.java	HaltonSequenceGenerator	THIS	HaltonSequenceGenerator	UNKNOWN_AS	2147483647	0	0	3	FIELD_USE	1
522	62	4	HaltonSequenceGenerator.java	HaltonSequenceGenerator	dimension	int	PARAM_AS	5	1	0	2	NO_USE	0
522	62	4	HaltonSequenceGenerator.java	HaltonSequenceGenerator	bases	int[]	PARAM_AS	5	1	0	2	OTHER_USE	1
522	62	4	HaltonSequenceGenerator.java	HaltonSequenceGenerator	weights	int[]	PARAM_AS	5	1	0	2	OTHER_USE	1
522	62	4	HaltonSequenceGenerator.java	HaltonSequenceGenerator	THIS	HaltonSequenceGenerator	UNKNOWN_AS	2147483647	0	0	3	FIELD_USE	1
523	214	0	ValueServer.java	resetReplayFile	THIS	ValueServer	UNKNOWN_AS	2147483647	0	0	1	FIELD_USE	1
524	229	0	ValueServer.java	closeReplayFile	THIS	ValueServer	UNKNOWN_AS	2147483647	0	0	1	FIELD_USE	1
525	275	0	ValueServer.java	getNextDigest	THIS	ValueServer	UNKNOWN_AS	2147483647	0	0	2	FIELD_USE	1
526	289	0	ValueServer.java	getNextReplay	str	String	NULL	1	0	0	2	NO_USE	0
526	289	0	ValueServer.java	getNextReplay	THIS	ValueServer	UNKNOWN_AS	2147483647	0	0	3	CALLER_USE	1
527	292	0	ValueServer.java	getNextReplay	str	String	NULL	4	0	0	2	NO_USE	1
527	292	0	ValueServer.java	getNextReplay	THIS	ValueServer	UNKNOWN_AS	2147483647	0	0	3	CALLER_USE	1
528	295	0	ValueServer.java	getNextReplay	str	String	NULL	7	0	0	2	NO_USE	1
528	295	0	ValueServer.java	getNextReplay	THIS	ValueServer	UNKNOWN_AS	2147483647	0	0	3	FIELD_USE	1
529	88	4	BitsStreamGenerator.java	nextGaussian	random	double	UNKNOWN_AS	2147483647	0	0	0	NO_USE	0
529	88	4	BitsStreamGenerator.java	nextGaussian	THIS	BitsStreamGenerator	UNKNOWN_AS	2147483647	0	0	1	CALLER_USE	1
530	112	4	BitsStreamGenerator.java	nextInt	n	int	PARAM_AS	1	1	0	4	&	1
530	112	4	BitsStreamGenerator.java	nextInt	THIS	BitsStreamGenerator	UNKNOWN_AS	2147483647	0	0	0	CALLER_USE	0
531	113	6	BitsStreamGenerator.java	nextInt	n	int	PARAM_AS	2	1	0	4	*	1
531	113	6	BitsStreamGenerator.java	nextInt	THIS	BitsStreamGenerator	UNKNOWN_AS	2147483647	0	0	0	CALLER_USE	0
532	142	4	BitsStreamGenerator.java	nextLong	n	long	PARAM_AS	1	1	0	1	%	1
532	142	4	BitsStreamGenerator.java	nextLong	THIS	BitsStreamGenerator	UNKNOWN_AS	2147483647	0	0	0	CALLER_USE	0
533	66	4	SobolSequenceGenerator.java	SobolSequenceGenerator	dimension	int	PARAM_AS	1	1	0	2	PARAM_USE	1
533	66	4	SobolSequenceGenerator.java	SobolSequenceGenerator	THIS	SobolSequenceGenerator	UNKNOWN_AS	2147483647	0	0	0	NO_USE	0
534	70	4	SobolSequenceGenerator.java	SobolSequenceGenerator	is	InputStream	getResourceAsStream()	1	0	0	1	NO_USE	1
534	70	4	SobolSequenceGenerator.java	SobolSequenceGenerator	dimension	int	PARAM_AS	5	1	0	2	NO_USE	0
534	70	4	SobolSequenceGenerator.java	SobolSequenceGenerator	THIS	SobolSequenceGenerator	UNKNOWN_AS	2147483647	0	0	0	NO_USE	0
535	103	4	SobolSequenceGenerator.java	SobolSequenceGenerator	dimension	int	PARAM_AS	1	1	0	2	PARAM_USE	1
535	103	4	SobolSequenceGenerator.java	SobolSequenceGenerator	is	InputStream	PARAM_AS	1	1	0	0	NO_USE	0
535	103	4	SobolSequenceGenerator.java	SobolSequenceGenerator	THIS	SobolSequenceGenerator	UNKNOWN_AS	2147483647	0	0	0	NO_USE	0
536	110	4	SobolSequenceGenerator.java	SobolSequenceGenerator	lastDimension	int	initFromStream()	1	0	0	1	PARAM_USE	1
536	110	4	SobolSequenceGenerator.java	SobolSequenceGenerator	dimension	int	PARAM_AS	8	1	0	2	PARAM_USE	1
536	110	4	SobolSequenceGenerator.java	SobolSequenceGenerator	is	InputStream	PARAM_AS	8	1	0	0	NO_USE	0
536	110	4	SobolSequenceGenerator.java	SobolSequenceGenerator	THIS	SobolSequenceGenerator	UNKNOWN_AS	2147483647	0	0	0	NO_USE	0
537	137	10	SobolSequenceGenerator.java	initFromStream	st	StringTokenizer	CLASS_INSTANCE_CREATION	3	0	0	0	CALLER_USE	0
537	137	10	SobolSequenceGenerator.java	initFromStream	lineNumber	int	2	7	0	0	0	NO_USE	0
537	137	10	SobolSequenceGenerator.java	initFromStream	index	int	1	6	0	0	0	x++	0
537	137	10	SobolSequenceGenerator.java	initFromStream	line	String	NULL	5	0	0	0	NO_USE	0
537	137	10	SobolSequenceGenerator.java	initFromStream	charset	Charset	forName()	12	0	0	0	NO_USE	0
537	137	10	SobolSequenceGenerator.java	initFromStream	reader	BufferedReader	CLASS_INSTANCE_CREATION	11	0	0	0	NO_USE	0
537	137	10	SobolSequenceGenerator.java	initFromStream	dim	int	PREFIX_EXPR	10	0	0	3	NO_USE	1
537	137	10	SobolSequenceGenerator.java	initFromStream	is	InputStream	PARAM_AS	16	1	0	0	NO_USE	0
537	137	10	SobolSequenceGenerator.java	initFromStream	THIS	SobolSequenceGenerator	UNKNOWN_AS	2147483647	0	0	2	CALLER_USE	1
538	146	10	SobolSequenceGenerator.java	initFromStream	st	StringTokenizer	CLASS_INSTANCE_CREATION	12	0	0	0	NO_USE	0
538	146	10	SobolSequenceGenerator.java	initFromStream	lineNumber	int	2	16	0	0	0	NO_USE	0
538	146	10	SobolSequenceGenerator.java	initFromStream	index	int	1	15	0	0	0	NO_USE	0
538	146	10	SobolSequenceGenerator.java	initFromStream	line	String	NULL	14	0	0	0	NO_USE	0
538	146	10	SobolSequenceGenerator.java	initFromStream	charset	Charset	forName()	21	0	0	0	NO_USE	0
538	146	10	SobolSequenceGenerator.java	initFromStream	reader	BufferedReader	CLASS_INSTANCE_CREATION	20	0	0	0	NO_USE	0
538	146	10	SobolSequenceGenerator.java	initFromStream	dim	int	PREFIX_EXPR	19	0	0	3	RET_USE	1
538	146	10	SobolSequenceGenerator.java	initFromStream	is	InputStream	PARAM_AS	25	1	0	0	NO_USE	0
538	146	10	SobolSequenceGenerator.java	initFromStream	THIS	SobolSequenceGenerator	UNKNOWN_AS	2147483647	0	0	2	NO_USE	1
539	187	4	SobolSequenceGenerator.java	nextVector	v	double[]	ARRAY_CREATION	1	0	0	0	RET_USE	0
539	187	4	SobolSequenceGenerator.java	nextVector	THIS	SobolSequenceGenerator	UNKNOWN_AS	2147483647	0	0	1	FIELD_USE	1
540	211	4	SobolSequenceGenerator.java	skipTo	index	int	PARAM_AS	1	1	0	1	-	1
540	211	4	SobolSequenceGenerator.java	skipTo	THIS	SobolSequenceGenerator	UNKNOWN_AS	2147483647	0	0	0	FIELD_USE	0
541	221	10	SobolSequenceGenerator.java	skipTo	shift	long	>>	1	0	1	1	NO_USE	1
541	221	10	SobolSequenceGenerator.java	skipTo	k	int	1	2	0	1	0	NO_USE	0
541	221	10	SobolSequenceGenerator.java	skipTo	result	long	0	3	0	1	0	NO_USE	0
541	221	10	SobolSequenceGenerator.java	skipTo	j	int	0	4	0	1	0	NO_USE	0
541	221	10	SobolSequenceGenerator.java	skipTo	i	int	-	6	0	1	0	NO_USE	0
541	221	10	SobolSequenceGenerator.java	skipTo	grayCode	long	^	5	0	1	0	NO_USE	0
541	221	10	SobolSequenceGenerator.java	skipTo	index	int	PARAM_AS	11	1	1	1	NO_USE	0
541	221	10	SobolSequenceGenerator.java	skipTo	THIS	SobolSequenceGenerator	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
542	76	4	ContinuedFraction.java	evaluate	small	double	1e-50	2	0	0	3	OTHER_USE	1
542	76	4	ContinuedFraction.java	evaluate	hPrev	double	getA()	1	0	0	1	NO_USE	1
542	76	4	ContinuedFraction.java	evaluate	x	double	PARAM_AS	3	1	0	0	NO_USE	0
542	76	4	ContinuedFraction.java	evaluate	epsilon	double	PARAM_AS	3	1	0	1	NO_USE	0
542	76	4	ContinuedFraction.java	evaluate	maxIterations	int	PARAM_AS	3	1	0	1	NO_USE	0
542	76	4	ContinuedFraction.java	evaluate	THIS	ContinuedFraction	UNKNOWN_AS	2147483647	0	0	4	NO_USE	1
543	87	6	ContinuedFraction.java	evaluate	a	double	getA()	3	0	0	0	NO_USE	0
543	87	6	ContinuedFraction.java	evaluate	b	double	getB()	2	0	0	0	NO_USE	0
543	87	6	ContinuedFraction.java	evaluate	dN	double	+	1	0	0	1	NO_USE	1
543	87	6	ContinuedFraction.java	evaluate	small	double	1e-50	13	0	0	3	OTHER_USE	1
543	87	6	ContinuedFraction.java	evaluate	hPrev	double	getA()	12	0	0	1	NO_USE	0
543	87	6	ContinuedFraction.java	evaluate	n	int	1	8	0	0	1	NO_USE	0
543	87	6	ContinuedFraction.java	evaluate	dPrev	double	0.0	7	0	0	0	NO_USE	0
543	87	6	ContinuedFraction.java	evaluate	cPrev	double	NAME	6	0	0	0	NO_USE	0
543	87	6	ContinuedFraction.java	evaluate	hN	double	NAME	5	0	0	2	NO_USE	0
543	87	6	ContinuedFraction.java	evaluate	x	double	PARAM_AS	14	1	0	0	NO_USE	0
543	87	6	ContinuedFraction.java	evaluate	epsilon	double	PARAM_AS	14	1	0	1	NO_USE	0
543	87	6	ContinuedFraction.java	evaluate	maxIterations	int	PARAM_AS	14	1	0	1	NO_USE	0
543	87	6	ContinuedFraction.java	evaluate	THIS	ContinuedFraction	UNKNOWN_AS	2147483647	0	0	4	NO_USE	1
544	91	6	ContinuedFraction.java	evaluate	a	double	getA()	7	0	0	0	NO_USE	0
544	91	6	ContinuedFraction.java	evaluate	b	double	getB()	6	0	0	0	NO_USE	0
544	91	6	ContinuedFraction.java	evaluate	dN	double	+	5	0	0	1	NO_USE	0
544	91	6	ContinuedFraction.java	evaluate	cN	double	+	1	0	0	1	NO_USE	1
544	91	6	ContinuedFraction.java	evaluate	small	double	1e-50	17	0	0	3	OTHER_USE	1
544	91	6	ContinuedFraction.java	evaluate	hPrev	double	getA()	16	0	0	1	NO_USE	0
544	91	6	ContinuedFraction.java	evaluate	n	int	1	12	0	0	1	NO_USE	0
544	91	6	ContinuedFraction.java	evaluate	dPrev	double	0.0	11	0	0	0	NO_USE	0
544	91	6	ContinuedFraction.java	evaluate	cPrev	double	NAME	10	0	0	0	NO_USE	0
544	91	6	ContinuedFraction.java	evaluate	hN	double	NAME	9	0	0	2	NO_USE	0
544	91	6	ContinuedFraction.java	evaluate	x	double	PARAM_AS	18	1	0	0	NO_USE	0
544	91	6	ContinuedFraction.java	evaluate	epsilon	double	PARAM_AS	18	1	0	1	NO_USE	0
544	91	6	ContinuedFraction.java	evaluate	maxIterations	int	PARAM_AS	18	1	0	1	NO_USE	0
544	91	6	ContinuedFraction.java	evaluate	THIS	ContinuedFraction	UNKNOWN_AS	2147483647	0	0	4	NO_USE	1
545	97	6	ContinuedFraction.java	evaluate	a	double	getA()	13	0	0	0	NO_USE	0
545	97	6	ContinuedFraction.java	evaluate	b	double	getB()	12	0	0	0	NO_USE	0
545	97	6	ContinuedFraction.java	evaluate	dN	double	+	11	0	0	1	NO_USE	0
545	97	6	ContinuedFraction.java	evaluate	cN	double	+	7	0	0	1	NO_USE	0
545	97	6	ContinuedFraction.java	evaluate	deltaN	double	*	2	0	0	1	NO_USE	0
545	97	6	ContinuedFraction.java	evaluate	small	double	1e-50	23	0	0	3	NO_USE	0
545	97	6	ContinuedFraction.java	evaluate	hPrev	double	getA()	22	0	0	1	NO_USE	0
545	97	6	ContinuedFraction.java	evaluate	n	int	1	18	0	0	1	NO_USE	0
545	97	6	ContinuedFraction.java	evaluate	dPrev	double	0.0	17	0	0	0	NO_USE	0
545	97	6	ContinuedFraction.java	evaluate	cPrev	double	NAME	16	0	0	0	NO_USE	0
545	97	6	ContinuedFraction.java	evaluate	hN	double	NAME	15	0	0	2	NO_USE	1
545	97	6	ContinuedFraction.java	evaluate	x	double	PARAM_AS	24	1	0	0	PARAM_USE	0
545	97	6	ContinuedFraction.java	evaluate	epsilon	double	PARAM_AS	24	1	0	1	NO_USE	0
545	97	6	ContinuedFraction.java	evaluate	maxIterations	int	PARAM_AS	24	1	0	1	NO_USE	0
545	97	6	ContinuedFraction.java	evaluate	THIS	ContinuedFraction	UNKNOWN_AS	2147483647	0	0	4	FIELD_USE	0
546	100	6	ContinuedFraction.java	evaluate	a	double	getA()	16	0	0	0	NO_USE	0
546	100	6	ContinuedFraction.java	evaluate	b	double	getB()	15	0	0	0	NO_USE	0
546	100	6	ContinuedFraction.java	evaluate	dN	double	+	14	0	0	1	NO_USE	0
