id	line	column	filename	methodname	varname	vartype	else	return	right
13	119	8	ArithmeticUtils.java	binomialCoefficient	k	int	0	RET	$ == n - 1
14	123	8	ArithmeticUtils.java	binomialCoefficient	n	int	0	RET	k > $ / 2
14	123	8	ArithmeticUtils.java	binomialCoefficient	k	int	0	RET	$ > n / 2
15	133	8	ArithmeticUtils.java	binomialCoefficient	n	int	1	DEF	$ <= 61
12327	136	12	ArithmeticUtils.java	binomialCoefficient	j	int	0	NIL-FOR	$ <= k
12327	136	12	ArithmeticUtils.java	binomialCoefficient	k	int	0	NIL-FOR	j <= $
16	140	15	ArithmeticUtils.java	binomialCoefficient	n	int	1	DEF	$ <= 66
12328	144	12	ArithmeticUtils.java	binomialCoefficient	j	int	0	NIL-FOR	$ <= k
12328	144	12	ArithmeticUtils.java	binomialCoefficient	k	int	0	NIL-FOR	j <= $
12329	160	12	ArithmeticUtils.java	binomialCoefficient	j	int	0	NIL-FOR	$ <= k
12329	160	12	ArithmeticUtils.java	binomialCoefficient	k	int	0	NIL-FOR	j <= $
17	197	8	ArithmeticUtils.java	binomialCoefficientDouble	n	int	0	RET	$ == k
17	197	8	ArithmeticUtils.java	binomialCoefficientDouble	k	int	0	RET	n == $
17	197	8	ArithmeticUtils.java	binomialCoefficientDouble	k	int	0	RET	$ == 0
18	200	8	ArithmeticUtils.java	binomialCoefficientDouble	n	int	0	RET	k == $ - 1
18	200	8	ArithmeticUtils.java	binomialCoefficientDouble	k	int	0	RET	$ == 1
18	200	8	ArithmeticUtils.java	binomialCoefficientDouble	k	int	0	RET	$ == n - 1
19	203	8	ArithmeticUtils.java	binomialCoefficientDouble	n	int	0	RET	k > $/2
19	203	8	ArithmeticUtils.java	binomialCoefficientDouble	k	int	0	RET	$ > n/2
20	206	8	ArithmeticUtils.java	binomialCoefficientDouble	n	int	0	RET	$ < 67
12330	211	8	ArithmeticUtils.java	binomialCoefficientDouble	i	int	0	NIL-FOR	$ <= k
12330	211	8	ArithmeticUtils.java	binomialCoefficientDouble	k	int	0	NIL-FOR	i <= $
21	242	8	ArithmeticUtils.java	binomialCoefficientLog	n	int	0	RET	$ == k
21	242	8	ArithmeticUtils.java	binomialCoefficientLog	k	int	0	RET	$ == 0
21	242	8	ArithmeticUtils.java	binomialCoefficientLog	k	int	0	RET	n == $
22	245	8	ArithmeticUtils.java	binomialCoefficientLog	n	int	0	RET	k == $ - 1
22	245	8	ArithmeticUtils.java	binomialCoefficientLog	k	int	0	RET	$ == 1
22	245	8	ArithmeticUtils.java	binomialCoefficientLog	k	int	0	RET	$ == n - 1
23	253	8	ArithmeticUtils.java	binomialCoefficientLog	n	int	0	RET	$ < 67
24	261	8	ArithmeticUtils.java	binomialCoefficientLog	n	int	0	RET	$ < 1030
25	265	8	ArithmeticUtils.java	binomialCoefficientLog	n	int	0	RET	k > $ / 2
25	265	8	ArithmeticUtils.java	binomialCoefficientLog	k	int	0	RET	$ > n / 2
12331	275	8	ArithmeticUtils.java	binomialCoefficientLog	i	int	0	NIL-FOR	$ <= n
12331	275	8	ArithmeticUtils.java	binomialCoefficientLog	n	int	0	NIL-FOR	i <= $
12332	280	8	ArithmeticUtils.java	binomialCoefficientLog	i	int	0	NIL-FOR	$ <= k
12332	280	8	ArithmeticUtils.java	binomialCoefficientLog	k	int	0	NIL-FOR	i <= $
26	312	8	ArithmeticUtils.java	factorial	n	int	0	NotPositiveException	$ < 0
27	316	8	ArithmeticUtils.java	factorial	n	int	0	MathArithmeticException	$ > 20
28	336	8	ArithmeticUtils.java	factorialDouble	n	int	0	NotPositiveException	$ < 0
29	340	8	ArithmeticUtils.java	factorialDouble	n	int	0	RET	$ < 21
30	354	8	ArithmeticUtils.java	factorialLog	n	int	0	NotPositiveException	$ < 0
31	358	8	ArithmeticUtils.java	factorialLog	n	int	0	RET	$ < 21
12333	362	8	ArithmeticUtils.java	factorialLog	i	int	0	NIL-FOR	$ <= n
12333	362	8	ArithmeticUtils.java	factorialLog	n	int	0	NIL-FOR	i <= $
32	401	8	ArithmeticUtils.java	gcd	a	int	0	MathArithmeticException:RET	$ == 0
32	401	8	ArithmeticUtils.java	gcd	b	int	0	MathArithmeticException:RET	$ == 0
33	403	12	ArithmeticUtils.java	gcd	a	int	0	MathArithmeticException	$ == Integer.MIN_VALUE
33	403	12	ArithmeticUtils.java	gcd	b	int	0	MathArithmeticException	$ == Integer.MIN_VALUE
34	414	8	ArithmeticUtils.java	gcd	a	int	0	DEF	$ < 0
35	415	12	ArithmeticUtils.java	gcd	a	int	1	DEF	Integer.MIN_VALUE == $
36	422	8	ArithmeticUtils.java	gcd	b	int	0	DEF	$ < 0
37	423	12	ArithmeticUtils.java	gcd	b	int	1	DEF	Integer.MIN_VALUE == $
38	430	8	ArithmeticUtils.java	gcd	useLong	boolean	0	MathArithmeticException:RET	$
39	431	12	ArithmeticUtils.java	gcd	al	long	0	MathArithmeticException	$ == bl
39	431	12	ArithmeticUtils.java	gcd	bl	long	0	MathArithmeticException	al == $
40	438	12	ArithmeticUtils.java	gcd	al	long	0	MathArithmeticException:RET	$ == 0
41	439	16	ArithmeticUtils.java	gcd	bl	long	0	MathArithmeticException	$ > Integer.MAX_VALUE
42	477	8	ArithmeticUtils.java	gcdPositive	a	int	1	RET	$ == 0
43	480	13	ArithmeticUtils.java	gcdPositive	b	int	0	RET	$ == 0
12334	497	8	ArithmeticUtils.java	gcdPositive	a	int	0	NIL-WHILE	$ != b
12334	497	8	ArithmeticUtils.java	gcdPositive	b	int	0	NIL-WHILE	a != $
44	542	8	ArithmeticUtils.java	gcd	u	long	0	MathArithmeticException:RET	$ == 0
44	542	8	ArithmeticUtils.java	gcd	v	long	0	MathArithmeticException:RET	$ == 0
45	543	12	ArithmeticUtils.java	gcd	u	long	0	MathArithmeticException	$ == Long.MIN_VALUE
45	543	12	ArithmeticUtils.java	gcd	v	long	0	MathArithmeticException	$ == Long.MIN_VALUE
46	554	8	ArithmeticUtils.java	gcd	u	long	0	DEF	$ > 0
47	557	8	ArithmeticUtils.java	gcd	v	long	0	DEF	$ > 0
12335	562	8	ArithmeticUtils.java	gcd	u	long	0	NIL-WHILE	($ & 1) == 0
12335	562	8	ArithmeticUtils.java	gcd	v	long	0	NIL-WHILE	($ & 1) == 0
12335	562	8	ArithmeticUtils.java	gcd	k	int	0	NIL-WHILE	$ < 63
48	568	8	ArithmeticUtils.java	gcd	k	int	0	MathArithmeticException	$ == 63
12336	577	8	ArithmeticUtils.java	gcd	t	long	0	NIL-DOWHILE	$ != 0
12337	580	12	ArithmeticUtils.java	gcd	t	long	0	NIL-WHILE	($ & 1) == 0
49	584	12	ArithmeticUtils.java	gcd	t	long	1	DEF	$ > 0
50	620	8	ArithmeticUtils.java	lcm	a	int	0	RET	$ == 0
50	620	8	ArithmeticUtils.java	lcm	b	int	0	RET	$ == 0
51	624	8	ArithmeticUtils.java	lcm	lcm	int	0	MathArithmeticException	$ == Integer.MIN_VALUE
52	654	8	ArithmeticUtils.java	lcm	a	long	0	RET	$ == 0
52	654	8	ArithmeticUtils.java	lcm	b	long	0	RET	$ == 0
53	658	8	ArithmeticUtils.java	lcm	lcm	long	0	MathArithmeticException	$ == Long.MIN_VALUE
54	677	8	ArithmeticUtils.java	mulAndCheck	m	long	0	MathArithmeticException	$ > Integer.MAX_VALUE
54	677	8	ArithmeticUtils.java	mulAndCheck	m	long	0	MathArithmeticException	$ < Integer.MIN_VALUE
55	695	8	ArithmeticUtils.java	mulAndCheck	a	long	1	DEF	$ > b
55	695	8	ArithmeticUtils.java	mulAndCheck	b	long	1	DEF	a > $
56	699	12	ArithmeticUtils.java	mulAndCheck	a	long	1	MathArithmeticException	$ < 0
57	700	16	ArithmeticUtils.java	mulAndCheck	b	long	1	MathArithmeticException	$ < 0
58	702	20	ArithmeticUtils.java	mulAndCheck	a	long	1	DEF	$ >= Long.MAX_VALUE / b
58	702	20	ArithmeticUtils.java	mulAndCheck	b	long	1	DEF	a >= Long.MAX_VALUE / $
59	707	23	ArithmeticUtils.java	mulAndCheck	b	long	1	MathArithmeticException	$ > 0
60	709	20	ArithmeticUtils.java	mulAndCheck	a	long	1	DEF	Long.MIN_VALUE / b <= $
60	709	20	ArithmeticUtils.java	mulAndCheck	b	long	1	DEF	Long.MIN_VALUE / $ <= a
61	719	19	ArithmeticUtils.java	mulAndCheck	a	long	1	MathArithmeticException	$ > 0
62	724	16	ArithmeticUtils.java	mulAndCheck	a	long	1	DEF	$ <= Long.MAX_VALUE / b
62	724	16	ArithmeticUtils.java	mulAndCheck	b	long	1	DEF	a <= Long.MAX_VALUE / $
63	749	8	ArithmeticUtils.java	subAndCheck	s	long	0	MathArithmeticException	$ > Integer.MAX_VALUE
63	749	8	ArithmeticUtils.java	subAndCheck	s	long	0	MathArithmeticException	$ < Integer.MIN_VALUE
64	767	8	ArithmeticUtils.java	subAndCheck	b	long	1	MathArithmeticException	$ == Long.MIN_VALUE
65	768	12	ArithmeticUtils.java	subAndCheck	a	long	1	DEF	$ < 0
66	789	8	ArithmeticUtils.java	pow	e	int	0	NotPositiveException	$ < 0
12338	795	8	ArithmeticUtils.java	pow	e	int	0	NIL-WHILE	$ != 0
67	796	12	ArithmeticUtils.java	pow	e	int	0	DEF	($ & 0x1) != 0
68	815	8	ArithmeticUtils.java	pow	e	long	0	NotPositiveException	$ < 0
12339	821	8	ArithmeticUtils.java	pow	e	long	0	NIL-WHILE	$ != 0
69	822	12	ArithmeticUtils.java	pow	e	long	0	DEF	($ & 0x1) != 0
70	841	8	ArithmeticUtils.java	pow	e	int	0	NotPositiveException	$ < 0
12340	847	8	ArithmeticUtils.java	pow	e	int	0	NIL-WHILE	$ != 0
71	848	12	ArithmeticUtils.java	pow	e	int	0	DEF	($ & 0x1) != 0
72	867	8	ArithmeticUtils.java	pow	e	long	0	NotPositiveException	$ < 0
12341	873	8	ArithmeticUtils.java	pow	e	long	0	NIL-WHILE	$ != 0
73	874	12	ArithmeticUtils.java	pow	e	long	0	DEF	($ & 0x1) != 0
74	893	8	ArithmeticUtils.java	pow	e	int	0	NotPositiveException	$ < 0
75	909	8	ArithmeticUtils.java	pow	e	long	0	NotPositiveException	$ < 0
12342	915	8	ArithmeticUtils.java	pow	e	long	0	NIL-WHILE	$ != 0
76	916	12	ArithmeticUtils.java	pow	e	long	0	DEF	($ & 0x1) != 0
77	936	8	ArithmeticUtils.java	pow	e	BigInteger	0	NotPositiveException	$.compareTo(BigInteger.ZERO) < 0
12343	942	8	ArithmeticUtils.java	pow	e	BigInteger	0	NIL-WHILE	BigInteger.ZERO.equals($)
78	943	12	ArithmeticUtils.java	pow	e	BigInteger	0	DEF	$.testBit(0)
79	974	8	ArithmeticUtils.java	stirlingS2	k	int	0	NotPositiveException	$ < 0
80	977	8	ArithmeticUtils.java	stirlingS2	n	int	0	NumberIsTooLargeException	k > $
80	977	8	ArithmeticUtils.java	stirlingS2	k	int	0	NumberIsTooLargeException	$ > n
81	983	8	ArithmeticUtils.java	stirlingS2	stirlingS2	long[][]	0	DEF	$ == null
12344	992	12	ArithmeticUtils.java	stirlingS2	THIS	ArithmeticUtils	0	NIL-FOR	i < stirlingS2.$.length
12344	992	12	ArithmeticUtils.java	stirlingS2	i	int	0	NIL-FOR	$ < stirlingS2.length
12344	992	12	ArithmeticUtils.java	stirlingS2	stirlingS2	long[][]	0	NIL-FOR	i < $.length
12345	997	16	ArithmeticUtils.java	stirlingS2	j	int	0	NIL-FOR	$ < i
12345	997	16	ArithmeticUtils.java	stirlingS2	i	int	0	NIL-FOR	j < $
82	1007	8	ArithmeticUtils.java	stirlingS2	THIS	ArithmeticUtils	1	RET	n < stirlingS2.$.length
82	1007	8	ArithmeticUtils.java	stirlingS2	stirlingS2	long[][]	1	RET	n < $.length
82	1007	8	ArithmeticUtils.java	stirlingS2	n	int	1	RET	$ < stirlingS2.length
83	1012	12	ArithmeticUtils.java	stirlingS2	k	int	1	RET	$ == 0
84	1014	19	ArithmeticUtils.java	stirlingS2	n	int	1	RET	k == $
84	1014	19	ArithmeticUtils.java	stirlingS2	k	int	1	RET	$ == 1
84	1014	19	ArithmeticUtils.java	stirlingS2	k	int	1	RET	$ == n
85	1016	19	ArithmeticUtils.java	stirlingS2	k	int	1	RET	$ == 2
86	1018	19	ArithmeticUtils.java	stirlingS2	n	int	1	RET	k == $ - 1
86	1018	19	ArithmeticUtils.java	stirlingS2	k	int	1	RET	$ == n - 1
12346	1024	16	ArithmeticUtils.java	stirlingS2	j	int	0	NIL-FOR	$ <= k
12346	1024	16	ArithmeticUtils.java	stirlingS2	k	int	0	NIL-FOR	j <= $
87	1027	20	ArithmeticUtils.java	stirlingS2	sum	long	0	MathArithmeticException	$ < 0
88	1052	8	ArithmeticUtils.java	addAndCheck	a	long	1	DEF	$ > b
88	1052	8	ArithmeticUtils.java	addAndCheck	b	long	1	DEF	a > $
89	1058	12	ArithmeticUtils.java	addAndCheck	a	long	1	MathArithmeticException	$ < 0
90	1059	16	ArithmeticUtils.java	addAndCheck	b	long	1	MathArithmeticException	$ < 0
91	1061	20	ArithmeticUtils.java	addAndCheck	a	long	1	DEF	Long.MIN_VALUE - b <= $
91	1061	20	ArithmeticUtils.java	addAndCheck	b	long	1	DEF	Long.MIN_VALUE - $ <= a
92	1075	16	ArithmeticUtils.java	addAndCheck	a	long	1	DEF	$ <= Long.MAX_VALUE - b
92	1075	16	ArithmeticUtils.java	addAndCheck	b	long	1	DEF	a <= Long.MAX_VALUE - $
93	1094	8	ArithmeticUtils.java	checkBinomial	n	int	0	NumberIsTooLargeException	$ < k
93	1094	8	ArithmeticUtils.java	checkBinomial	k	int	0	NumberIsTooLargeException	n < $
94	1098	8	ArithmeticUtils.java	checkBinomial	n	int	0	NotPositiveException	$ < 0
1510	157	8	Array2DRowFieldMatrix.java	Array2DRowFieldMatrix	copyArray	boolean	1	DEF	$
1511	162	12	Array2DRowFieldMatrix.java	Array2DRowFieldMatrix	nRows	int	0	NoDataException	$ == 0
1512	166	12	Array2DRowFieldMatrix.java	Array2DRowFieldMatrix	nCols	int	0	NoDataException	$ == 0
12883	169	12	Array2DRowFieldMatrix.java	Array2DRowFieldMatrix	r	int	0	NIL-FOR	$ < nRows
12883	169	12	Array2DRowFieldMatrix.java	Array2DRowFieldMatrix	nRows	int	0	NIL-FOR	r < $
1513	170	16	Array2DRowFieldMatrix.java	Array2DRowFieldMatrix	THIS	Array2DRowFieldMatrix	0	DimensionMismatchException	d[r].length != nCols
1513	170	16	Array2DRowFieldMatrix.java	Array2DRowFieldMatrix	r	int	0	DimensionMismatchException	d[$].length != nCols
1513	170	16	Array2DRowFieldMatrix.java	Array2DRowFieldMatrix	nCols	int	0	DimensionMismatchException	d[r].length != $
1513	170	16	Array2DRowFieldMatrix.java	Array2DRowFieldMatrix	d	T[][]	0	DimensionMismatchException	$[r].length != nCols
12884	202	8	Array2DRowFieldMatrix.java	Array2DRowFieldMatrix	row	int	0	NIL-FOR	$ < nRows
12884	202	8	Array2DRowFieldMatrix.java	Array2DRowFieldMatrix	nRows	int	0	NIL-FOR	row < $
12885	237	8	Array2DRowFieldMatrix.java	add	row	int	0	NIL-FOR	$ < rowCount
12885	237	8	Array2DRowFieldMatrix.java	add	rowCount	int	0	NIL-FOR	row < $
12886	241	12	Array2DRowFieldMatrix.java	add	col	int	0	NIL-FOR	$ < columnCount
12886	241	12	Array2DRowFieldMatrix.java	add	columnCount	int	0	NIL-FOR	col < $
12887	265	8	Array2DRowFieldMatrix.java	subtract	row	int	0	NIL-FOR	$ < rowCount
12887	265	8	Array2DRowFieldMatrix.java	subtract	rowCount	int	0	NIL-FOR	row < $
12888	269	12	Array2DRowFieldMatrix.java	subtract	col	int	0	NIL-FOR	$ < columnCount
12888	269	12	Array2DRowFieldMatrix.java	subtract	columnCount	int	0	NIL-FOR	col < $
12889	295	8	Array2DRowFieldMatrix.java	multiply	row	int	0	NIL-FOR	$ < nRows
12889	295	8	Array2DRowFieldMatrix.java	multiply	nRows	int	0	NIL-FOR	row < $
12890	298	12	Array2DRowFieldMatrix.java	multiply	col	int	0	NIL-FOR	$ < nCols
12890	298	12	Array2DRowFieldMatrix.java	multiply	nCols	int	0	NIL-FOR	col < $
12891	300	16	Array2DRowFieldMatrix.java	multiply	i	int	0	NIL-FOR	$ < nSum
12891	300	16	Array2DRowFieldMatrix.java	multiply	nSum	int	0	NIL-FOR	i < $
1514	333	8	Array2DRowFieldMatrix.java	setSubMatrix	THIS	Array2DRowFieldMatrix	1	DimensionMismatchException	$.data == null
1515	334	12	Array2DRowFieldMatrix.java	setSubMatrix	row	int	0	MathIllegalStateException	$ > 0
1516	337	12	Array2DRowFieldMatrix.java	setSubMatrix	column	int	0	MathIllegalStateException	$ > 0
1517	341	12	Array2DRowFieldMatrix.java	setSubMatrix	nRows	int	0	NoDataException	$ == 0
1518	346	12	Array2DRowFieldMatrix.java	setSubMatrix	nCols	int	0	NoDataException	$ == 0
12892	350	12	Array2DRowFieldMatrix.java	setSubMatrix	THIS	Array2DRowFieldMatrix	0	NIL-FOR	i < $.data.$.length
12892	350	12	Array2DRowFieldMatrix.java	setSubMatrix	i	int	0	NIL-FOR	$ < data.length
1519	351	16	Array2DRowFieldMatrix.java	setSubMatrix	THIS	Array2DRowFieldMatrix	0	DimensionMismatchException	subMatrix[i].length != nCols
1519	351	16	Array2DRowFieldMatrix.java	setSubMatrix	i	int	0	DimensionMismatchException	subMatrix[$].length != nCols
1519	351	16	Array2DRowFieldMatrix.java	setSubMatrix	nCols	int	0	DimensionMismatchException	subMatrix[i].length != $
1519	351	16	Array2DRowFieldMatrix.java	setSubMatrix	subMatrix	T[][]	0	DimensionMismatchException	$[i].length != nCols
1520	419	8	Array2DRowFieldMatrix.java	operate	THIS	Array2DRowFieldMatrix	0	DimensionMismatchException	v.$.length != nCols
1520	419	8	Array2DRowFieldMatrix.java	operate	nCols	int	0	DimensionMismatchException	v.length != $
1520	419	8	Array2DRowFieldMatrix.java	operate	v	T[]	0	DimensionMismatchException	$.length != nCols
12893	423	8	Array2DRowFieldMatrix.java	operate	row	int	0	NIL-FOR	$ < nRows
12893	423	8	Array2DRowFieldMatrix.java	operate	nRows	int	0	NIL-FOR	row < $
12894	426	12	Array2DRowFieldMatrix.java	operate	i	int	0	NIL-FOR	$ < nCols
12894	426	12	Array2DRowFieldMatrix.java	operate	nCols	int	0	NIL-FOR	i < $
1521	439	8	Array2DRowFieldMatrix.java	preMultiply	THIS	Array2DRowFieldMatrix	0	DimensionMismatchException	v.$.length != nRows
1521	439	8	Array2DRowFieldMatrix.java	preMultiply	nRows	int	0	DimensionMismatchException	v.length != $
1521	439	8	Array2DRowFieldMatrix.java	preMultiply	v	T[]	0	DimensionMismatchException	$.length != nRows
12895	444	8	Array2DRowFieldMatrix.java	preMultiply	col	int	0	NIL-FOR	$ < nCols
12895	444	8	Array2DRowFieldMatrix.java	preMultiply	nCols	int	0	NIL-FOR	col < $
12896	446	12	Array2DRowFieldMatrix.java	preMultiply	i	int	0	NIL-FOR	$ < nRows
12896	446	12	Array2DRowFieldMatrix.java	preMultiply	nRows	int	0	NIL-FOR	i < $
12897	461	8	Array2DRowFieldMatrix.java	walkInRowOrder	i	int	0	NIL-FOR	$ < rows
12897	461	8	Array2DRowFieldMatrix.java	walkInRowOrder	rows	int	0	NIL-FOR	i < $
12898	463	12	Array2DRowFieldMatrix.java	walkInRowOrder	j	int	0	NIL-FOR	$ < columns
12898	463	12	Array2DRowFieldMatrix.java	walkInRowOrder	columns	int	0	NIL-FOR	j < $
12899	476	8	Array2DRowFieldMatrix.java	walkInRowOrder	i	int	0	NIL-FOR	$ < rows
12899	476	8	Array2DRowFieldMatrix.java	walkInRowOrder	rows	int	0	NIL-FOR	i < $
12900	478	12	Array2DRowFieldMatrix.java	walkInRowOrder	j	int	0	NIL-FOR	$ < columns
12900	478	12	Array2DRowFieldMatrix.java	walkInRowOrder	columns	int	0	NIL-FOR	j < $
12901	494	8	Array2DRowFieldMatrix.java	walkInRowOrder	i	int	0	NIL-FOR	$ <= endRow
12901	494	8	Array2DRowFieldMatrix.java	walkInRowOrder	endRow	int	0	NIL-FOR	i <= $
12902	496	12	Array2DRowFieldMatrix.java	walkInRowOrder	j	int	0	NIL-FOR	$ <= endColumn
12902	496	12	Array2DRowFieldMatrix.java	walkInRowOrder	endColumn	int	0	NIL-FOR	j <= $
12903	512	8	Array2DRowFieldMatrix.java	walkInRowOrder	i	int	0	NIL-FOR	$ <= endRow
12903	512	8	Array2DRowFieldMatrix.java	walkInRowOrder	endRow	int	0	NIL-FOR	i <= $
12904	514	12	Array2DRowFieldMatrix.java	walkInRowOrder	j	int	0	NIL-FOR	$ <= endColumn
12904	514	12	Array2DRowFieldMatrix.java	walkInRowOrder	endColumn	int	0	NIL-FOR	j <= $
12905	527	8	Array2DRowFieldMatrix.java	walkInColumnOrder	j	int	0	NIL-FOR	$ < columns
12905	527	8	Array2DRowFieldMatrix.java	walkInColumnOrder	columns	int	0	NIL-FOR	j < $
12906	528	12	Array2DRowFieldMatrix.java	walkInColumnOrder	i	int	0	NIL-FOR	$ < rows
12906	528	12	Array2DRowFieldMatrix.java	walkInColumnOrder	rows	int	0	NIL-FOR	i < $
12907	542	8	Array2DRowFieldMatrix.java	walkInColumnOrder	j	int	0	NIL-FOR	$ < columns
12907	542	8	Array2DRowFieldMatrix.java	walkInColumnOrder	columns	int	0	NIL-FOR	j < $
12908	543	12	Array2DRowFieldMatrix.java	walkInColumnOrder	i	int	0	NIL-FOR	$ < rows
12908	543	12	Array2DRowFieldMatrix.java	walkInColumnOrder	rows	int	0	NIL-FOR	i < $
12909	559	8	Array2DRowFieldMatrix.java	walkInColumnOrder	j	int	0	NIL-FOR	$ <= endColumn
12909	559	8	Array2DRowFieldMatrix.java	walkInColumnOrder	endColumn	int	0	NIL-FOR	j <= $
12910	560	12	Array2DRowFieldMatrix.java	walkInColumnOrder	i	int	0	NIL-FOR	$ <= endRow
12910	560	12	Array2DRowFieldMatrix.java	walkInColumnOrder	endRow	int	0	NIL-FOR	i <= $
12911	577	8	Array2DRowFieldMatrix.java	walkInColumnOrder	j	int	0	NIL-FOR	$ <= endColumn
12911	577	8	Array2DRowFieldMatrix.java	walkInColumnOrder	endColumn	int	0	NIL-FOR	j <= $
12912	578	12	Array2DRowFieldMatrix.java	walkInColumnOrder	i	int	0	NIL-FOR	$ <= endRow
12912	578	12	Array2DRowFieldMatrix.java	walkInColumnOrder	endRow	int	0	NIL-FOR	i <= $
12913	594	8	Array2DRowFieldMatrix.java	copyOut	i	int	0	NIL-FOR	$ < nRows
12913	594	8	Array2DRowFieldMatrix.java	copyOut	nRows	int	0	NIL-FOR	i < $
1693	102	8	Array2DRowRealMatrix.java	Array2DRowRealMatrix	copyArray	boolean	1	DEF	$
1694	105	12	Array2DRowRealMatrix.java	Array2DRowRealMatrix	d	double[][]	0	NullArgumentException	$ == null
1695	109	12	Array2DRowRealMatrix.java	Array2DRowRealMatrix	nRows	int	0	NoDataException	$ == 0
1696	113	12	Array2DRowRealMatrix.java	Array2DRowRealMatrix	nCols	int	0	NoDataException	$ == 0
13186	116	12	Array2DRowRealMatrix.java	Array2DRowRealMatrix	r	int	0	NIL-FOR	$ < nRows
13186	116	12	Array2DRowRealMatrix.java	Array2DRowRealMatrix	nRows	int	0	NIL-FOR	r < $
1697	117	16	Array2DRowRealMatrix.java	Array2DRowRealMatrix	THIS	Array2DRowRealMatrix	0	DimensionMismatchException	d[r].length != nCols
1697	117	16	Array2DRowRealMatrix.java	Array2DRowRealMatrix	r	int	0	DimensionMismatchException	d[$].length != nCols
1697	117	16	Array2DRowRealMatrix.java	Array2DRowRealMatrix	nCols	int	0	DimensionMismatchException	d[r].length != $
1697	117	16	Array2DRowRealMatrix.java	Array2DRowRealMatrix	d	double[][]	0	DimensionMismatchException	$[r].length != nCols
13187	135	8	Array2DRowRealMatrix.java	Array2DRowRealMatrix	row	int	0	NIL-FOR	$ < nRows
13187	135	8	Array2DRowRealMatrix.java	Array2DRowRealMatrix	nRows	int	0	NIL-FOR	row < $
13188	170	8	Array2DRowRealMatrix.java	add	row	int	0	NIL-FOR	$ < rowCount
13188	170	8	Array2DRowRealMatrix.java	add	rowCount	int	0	NIL-FOR	row < $
13189	174	12	Array2DRowRealMatrix.java	add	col	int	0	NIL-FOR	$ < columnCount
13189	174	12	Array2DRowRealMatrix.java	add	columnCount	int	0	NIL-FOR	col < $
13190	197	8	Array2DRowRealMatrix.java	subtract	row	int	0	NIL-FOR	$ < rowCount
13190	197	8	Array2DRowRealMatrix.java	subtract	rowCount	int	0	NIL-FOR	row < $
13191	201	12	Array2DRowRealMatrix.java	subtract	col	int	0	NIL-FOR	$ < columnCount
13191	201	12	Array2DRowRealMatrix.java	subtract	columnCount	int	0	NIL-FOR	col < $
13192	231	8	Array2DRowRealMatrix.java	multiply	col	int	0	NIL-FOR	$ < nCols
13192	231	8	Array2DRowRealMatrix.java	multiply	nCols	int	0	NIL-FOR	col < $
13193	234	12	Array2DRowRealMatrix.java	multiply	mRow	int	0	NIL-FOR	$ < nSum
13193	234	12	Array2DRowRealMatrix.java	multiply	nSum	int	0	NIL-FOR	mRow < $
13194	238	12	Array2DRowRealMatrix.java	multiply	row	int	0	NIL-FOR	$ < nRows
13194	238	12	Array2DRowRealMatrix.java	multiply	nRows	int	0	NIL-FOR	row < $
13195	241	16	Array2DRowRealMatrix.java	multiply	i	int	0	NIL-FOR	$ < nSum
13195	241	16	Array2DRowRealMatrix.java	multiply	nSum	int	0	NIL-FOR	i < $
1698	272	8	Array2DRowRealMatrix.java	setSubMatrix	THIS	Array2DRowRealMatrix	1	DimensionMismatchException	$.data == null
1699	273	12	Array2DRowRealMatrix.java	setSubMatrix	row	int	0	MathIllegalStateException	$ > 0
1700	276	12	Array2DRowRealMatrix.java	setSubMatrix	column	int	0	MathIllegalStateException	$ > 0
1701	281	12	Array2DRowRealMatrix.java	setSubMatrix	nRows	int	0	NoDataException	$ == 0
1702	286	12	Array2DRowRealMatrix.java	setSubMatrix	nCols	int	0	NoDataException	$ == 0
13196	290	12	Array2DRowRealMatrix.java	setSubMatrix	THIS	Array2DRowRealMatrix	0	NIL-FOR	i < $.data.$.length
13196	290	12	Array2DRowRealMatrix.java	setSubMatrix	i	int	0	NIL-FOR	$ < data.length
1703	291	16	Array2DRowRealMatrix.java	setSubMatrix	THIS	Array2DRowRealMatrix	0	DimensionMismatchException	subMatrix[i].length != nCols
1703	291	16	Array2DRowRealMatrix.java	setSubMatrix	i	int	0	DimensionMismatchException	subMatrix[$].length != nCols
1703	291	16	Array2DRowRealMatrix.java	setSubMatrix	nCols	int	0	DimensionMismatchException	subMatrix[i].length != $
1703	291	16	Array2DRowRealMatrix.java	setSubMatrix	subMatrix	double[][]	0	DimensionMismatchException	$[i].length != nCols
1704	354	8	Array2DRowRealMatrix.java	operate	THIS	Array2DRowRealMatrix	0	DimensionMismatchException	v.$.length != nCols
1704	354	8	Array2DRowRealMatrix.java	operate	nCols	int	0	DimensionMismatchException	v.length != $
1704	354	8	Array2DRowRealMatrix.java	operate	v	double[]	0	DimensionMismatchException	$.length != nCols
13197	358	8	Array2DRowRealMatrix.java	operate	row	int	0	NIL-FOR	$ < nRows
13197	358	8	Array2DRowRealMatrix.java	operate	nRows	int	0	NIL-FOR	row < $
13198	361	12	Array2DRowRealMatrix.java	operate	i	int	0	NIL-FOR	$ < nCols
13198	361	12	Array2DRowRealMatrix.java	operate	nCols	int	0	NIL-FOR	i < $
1705	375	8	Array2DRowRealMatrix.java	preMultiply	THIS	Array2DRowRealMatrix	0	DimensionMismatchException	v.$.length != nRows
